predicted,actual
24.63543410831868,50
21.958441130642203,44
39.846367845598955,42
42.383991062646956,59
36.66745710646756,47
28.44488934251036,50
43.58835139383224,53
32.776577597089485,10
28.801956658712648,61
19.861098480958113,0
34.08618136484093,0
24.78081964978038,13
43.98380555354694,15
23.404486515015464,0
48.275680208711755,2
42.37937088586449,33
38.52479524977006,67
37.09232739774633,57
40.59572802348689,0
34.060229233935914,0
45.72440528087286,0
29.717790152701177,21
38.291631239517955,48
31.144683418561794,0
27.194274635715082,50
31.810962891914325,26
36.30627475085635,0
35.81564911318266,0
48.44734956173555,0
49.08325888958177,79
21.84913802726692,25
32.617586424270655,0
40.27366297859776,74
42.81365357610672,66
36.34056901436004,29
38.99391466143853,76
33.98612851201491,75
37.47500058593833,33
33.0357627340363,65
37.92850868999547,56
41.73910063084534,0
23.600684710323065,0
46.49890841779562,31
48.17071122977728,27
23.072197119135076,0
28.254356775699115,0
33.44688723535608,0
25.651788162568202,52
42.805993592868276,0
29.567726115602248,52
45.122050191159815,0
43.8966751710861,0
19.83755410392714,40
39.24892846427978,64
25.22369389313083,0
36.43202710930623,56
23.18009912830474,57
47.07536071334345,11
38.8546740650381,0
25.44484376510658,0
21.5229724192683,0
39.934759457085974,74
25.174243306622856,30
28.084084273934916,2
45.1759210845623,74
34.07499719614617,69
50.52910231195481,61
43.43653510059645,76
31.842445272123378,39
34.231779785800576,17
45.72489121108045,77
27.49356899360123,33
27.723098792320403,0
27.09293578209686,41
33.51116775289676,69
36.15922325136241,25
21.150044907928212,62
40.58371825154551,0
28.53767534545034,42
37.666340278233434,42
22.520637241062047,51
41.10970568728518,58
36.28328486048601,27
24.63384222745303,62
47.09993548955352,33
36.156711458677684,0
24.35907109591949,4
27.072792400578592,0
26.321059766032533,33
42.1828871187647,54
32.03378661840783,47
46.01768032418446,51
22.90390061086177,29
22.132022843370976,0
35.70142354414264,44
29.01740477275871,50
19.743308795786852,18
25.555305183792363,54
26.010908488021634,46
26.605585326824375,55
39.31603993639834,45
35.6911829068681,72
41.9126649163263,0
34.81691454870741,53
46.6167687729685,63
45.474080838248454,55
37.78970255303418,63
35.4965669547023,52
37.28815007222594,5
21.362624451260448,0
35.54691230916442,67
36.768150285054105,69
35.57384845179674,75
48.05401428485197,65
25.979235549295367,24
48.18242139322138,52
43.68798093941775,72
34.77377661005938,0
25.29855567424245,1
34.32453821583043,0
41.21104697487545,81
29.122467406313948,0
38.229060519550345,59
37.64968007698496,63
44.1552879396784,73
31.16564154255744,43
21.350876282197383,0
32.58855274485606,51
47.40427768065415,0
34.181558623440914,56
32.07574711947128,71
24.544236772828867,62
29.880543056668852,75
22.944003536504177,0
33.33440174386357,40
35.57181734302124,46
26.46001677612035,66
37.86681740045757,13
34.41139971093187,39
43.723283642196584,64
42.79060033067364,64
48.61771628962212,71
40.27505536899366,0
43.089646371987,5
48.181689262337926,38
26.319732039781584,35
31.98926383801522,35
23.542708259760133,68
26.293176543784412,42
47.44197623683772,45
39.00662501207265,48
35.01594694215899,67
31.82780668489851,21
40.02026510211055,58
43.51074755137508,83
39.79451045908084,0
32.47426481425761,1
35.99682367188292,60
35.85484730820634,0
38.69282017874807,51
33.619818100788585,59
25.69961812679205,2
42.24508842003963,75
40.924355498660475,0
38.941553973040726,53
25.036580920109436,27
50.57596491661547,69
32.1228967197109,0
27.203506242700925,3
28.160836407635003,0
39.155840518048066,75
24.21412966102838,0
30.82654902971363,59
36.64410693249724,8
41.54879672406032,0
26.98866850329785,0
31.520234471973403,63
37.53530447386553,0
39.769184238693356,59
26.39028242250859,0
27.632689465284514,0
31.42267430391975,0
46.57485769564829,30
31.228763838960706,9
23.24617831606718,30
37.05515427179595,5
34.93238589539576,0
33.73205761580082,61
46.81298287112992,80
31.142212384469808,59
36.77295533660563,67
24.442194963264285,66
40.99040441972652,73
38.353633849210496,57
36.47155996150906,29
21.80780258028134,0
36.96546236209373,54
26.212832080994232,0
50.27195145669865,12
40.868240693803955,0
46.03686850631102,61
31.494020447915712,67
39.27104209721032,66
28.23289063651835,57
41.870916936085386,0
26.986373185422675,14
30.951898126174832,42
26.728333587955685,54
30.000380404705705,63
30.65303194148322,0
29.692245770238387,75
32.79489200164068,0
29.056185008029516,73
41.179797866816266,64
50.37549683642514,55
40.87892648207189,69
44.600373875318994,0
39.49363645011804,55
38.819747693742244,59
21.680212632362096,1
41.379647878136765,67
24.466431016770834,0
28.211489569299786,40
41.04536517601128,0
30.63730049026527,61
28.444089328515805,0
48.79109405494786,74
27.77102360023351,37
24.210253234289468,68
27.581487775954024,0
37.409809532081674,72
41.48490860405621,0
39.23213557350536,48
23.8541267672447,0
22.461360435094676,3
26.13627389340992,51
25.67841367906356,0
32.89141656017126,54
27.087620387328954,0
31.766254691094815,0
24.436403002547706,0
23.739946562123567,0
29.9436853901624,27
41.220185204130814,0
33.9792679037682,54
30.60509588845179,40
34.543950921396004,41
29.22821337234204,0
33.53652919753364,56
28.712639511140782,0
26.175280705301475,46
32.41455455932135,2
34.32182529122191,0
49.95887025930386,51
33.03830731535818,0
38.16665944811344,37
50.27969906468478,0
25.241532240692422,54
34.060505712893374,6
23.44175081797838,0
23.15418900176412,1
26.58659695721471,33
38.15113475223639,50
47.24379358317258,7
36.52131302752793,35
24.762657563379975,50
32.187663342363265,31
22.51409111981536,43
42.1274851945011,71
26.29649511923211,25
17.338958861202162,0
35.65451084060178,63
37.86757636306396,51
40.348674943913295,0
39.527338029113466,0
38.096902901294364,72
45.67905972160543,0
39.74616726991422,62
39.26261716481206,82
32.88733801382765,77
34.84838027074718,0
24.231644211296963,0
36.99058326221899,62
32.99732095344341,0
34.680205974577305,69
31.70226210583644,5
22.284166143816435,7
41.31450532288986,14
47.64346667636397,74
21.430838481118904,73
39.840434111831684,69
44.19664499315213,53
19.02471896657561,0
39.18459975411143,51
39.79197527192676,75
27.4711754380458,0
38.859726054351796,33
37.82221800357929,31
19.68884568215583,0
38.26807108358808,40
26.57876690140167,44
23.429300690863606,44
22.01908016951382,0
23.75578003460535,9
47.46174545268093,19
37.07192331171638,10
35.455621896226646,76
35.268859090942925,61
22.517406981168108,0
32.76183498388061,0
35.50341953438256,18
30.86730637062892,21
24.63030572905941,0
29.386497745182552,25
23.330089377766008,0
22.42241373950135,44
26.39954917561956,38
35.104463794232814,0
38.755661137974506,68
39.07589417164795,62
22.138078152614487,0
32.38144152514426,31
37.766368548253446,0
33.41146597757057,50
37.93139618573975,3
26.611871318677974,0
29.446498923447322,0
38.43326947315234,0
51.29213797116097,0
32.918279478516716,53
32.672730015943046,74
20.709594117486056,0
22.989826730406975,37
40.208848873954466,41
22.01349346317264,53
25.240559447219304,45
28.15606544432594,67
39.25256183208152,79
36.591024474008215,52
31.587505712253797,0
43.40027584524282,88
22.83930162266384,0
36.994685604919894,0
45.12211369412783,81
37.71553376256628,53
40.402726403708925,5
40.31807715731429,42
39.130443582984704,0
24.717021006159705,0
28.66137078303892,0
25.516745229022717,0
26.55749110756483,0
20.765617797197322,0
37.36713636460537,70
37.10439687699663,0
47.96650859230607,76
30.87475751600712,39
34.139396932514806,0
37.583771046885005,59
36.65524984792156,0
38.64435094185383,44
37.900804573458245,39
34.87761624179737,0
25.359500940094723,0
36.53979400591729,5
43.2254289225291,68
30.079514479067562,56
24.017077378746716,1
24.74994465047012,18
37.02847117507006,37
36.6327178326714,57
44.1561955188821,8
26.750609157324213,15
48.092026497537155,0
29.54247278511007,19
21.585679041222072,37
35.54835516020337,64
33.79721782263716,25
33.7958653177443,40
36.77315793420849,0
35.915243228275806,55
22.83587491941644,44
30.596367319522386,64
39.15177157818237,76
27.57498902667824,1
30.754851398270354,39
42.6376431655744,0
35.03871713021268,2
34.21924283303604,0
18.35198433520754,0
38.22151198962665,52
27.021213450713212,38
39.21111825081414,59
28.032272154716438,26
23.751942075728195,35
27.423659796130444,1
30.09283787478273,53
36.44097625920432,64
47.000961665151706,16
38.97966639972338,55
37.19068925270028,58
32.806825892244056,60
23.34756308837854,26
26.012286642856097,32
39.042777074059515,67
35.8600782115998,9
35.795643940881014,44
25.979497653463664,60
32.07596888933194,28
31.07819701524089,49
21.559276560567344,0
40.07186505845225,60
21.846344633229585,2
46.406312923273674,37
41.727774112626676,69
22.14545161349624,19
26.897748592829473,24
27.856560655980047,29
26.98675565359465,42
29.482810954947837,0
22.20576400626182,32
23.487715295283543,0
22.891757343898313,0
35.23557154738963,3
17.556576676143525,2
19.442765286899757,0
29.05144439423845,0
34.53219776433034,0
43.5923116275736,11
35.11870697386545,26
35.308177031900364,60
47.03738942525104,39
45.890033837400765,70
20.68161035058717,30
32.526123406270536,53
41.98830524534665,0
36.38888869474643,58
